,addtime,bId,cabin,depTime,dt_diff_h,flightNumber,invalid,last_cabin,last_price,last_seats,p_d_percent,preTime,price,price_diff,seats
1,1549978273,415002380,W,1550538900,155.72972222222222,WN1265,2,W,366.0,3.0,53.005464480874316,560627,560.0,194.0,5
2,1549994477,415002380,W,1550538900,151.22861111111112,WN1265,2,W,560.0,5.0,-34.642857142857146,544423,366.0,-194.0,3
3,1550002432,415002380,W,1550538900,149.01888888888888,WN1265,2,W,366.0,3.0,53.005464480874316,536468,560.0,194.0,5
4,1550013784,415002380,W,1550538900,145.86555555555555,WN1265,2,W,560.0,5.0,-34.642857142857146,525116,366.0,-194.0,3
5,1550016772,415002380,W,1550538900,145.03555555555556,WN1265,2,W,366.0,3.0,53.005464480874316,522128,560.0,194.0,5
1,1549976695,415002382,W,1550565300,163.5013888888889,WN968,2,W,366.0,4.0,-16.39344262295082,588605,306.0,-60.0,3
4,1550010808,415002382,W,1550565300,154.02555555555554,WN968,2,W,306.0,3.0,19.607843137254903,554492,366.0,60.0,3
5,1550031280,415002382,W,1550565300,148.3388888888889,WN968,2,W,366.0,3.0,53.005464480874316,534020,560.0,194.0,9
6,1550044756,415002382,W,1550565300,144.59555555555556,WN968,2,W,560.0,9.0,-34.642857142857146,520544,366.0,-194.0,4
7,1550046616,415002382,W,1550565300,144.07888888888888,WN968,2,W,366.0,4.0,53.005464480874316,518684,560.0,194.0,9
2,1550046589,415002383,W,1550535300,135.75305555555556,WN826,2,W,261.0,9.0,54.78927203065134,488711,404.0,143.0,9
2,1550083485,415002384,W,1550577600,137.25416666666666,WN719,2,W,219.0,9.0,0.91324200913242,494115,221.0,2.0,9
6,1550396967,415002384,W,1550577600,50.17583333333334,WN719,2,W,221.0,9.0,102.26244343891403,180633,447.0,226.0,9
3,1549996666,415002385,W,1550572800,160.03722222222223,WN1148,2,W,266.0,3.0,15.037593984962406,576134,306.0,40.0,9
6,1550022968,415002385,W,1550572800,152.73111111111112,WN1148,2,W,306.0,9.0,-13.071895424836601,549832,266.0,-40.0,3
7,1550026402,415002385,W,1550572800,151.7772222222222,WN1148,2,W,266.0,3.0,15.037593984962406,546398,306.0,40.0,9
8,1550046616,415002385,W,1550572800,146.16222222222223,WN1148,2,W,306.0,9.0,83.00653594771242,526184,560.0,254.0,9
2,1550046588,415002386,W,1550566500,144.42000000000002,WN2072,2,W,377.0,9.0,36.07427055702918,519912,513.0,136.0,9
2,1549992192,415002387,W,1550575500,162.03,WN237,2,W,377.0,3.0,14.588859416445624,583308,432.0,55.0,3
3,1550019426,415002387,W,1550575500,154.465,WN237,1,W,432.0,3.0,-100.0,556074,0.0,-432.0,0
4,1550022972,415002387,W,1550575500,153.48,WN237,2,W,0.0,0.0,inf,552528,377.0,377.0,3
5,1550046588,415002387,W,1550575500,146.92000000000002,WN237,2,W,377.0,3.0,36.07427055702918,528912,513.0,136.0,5
2,1550046597,415002388,W,1550527200,133.50083333333333,WN1863,2,W,258.0,5.0,63.95348837209303,480603,423.0,165.0,9
2,1550133610,415002390,W,1550527200,109.33055555555555,WN2166,2,W,158.0,9.0,167.72151898734177,393590,423.0,265.0,9
5,1550046597,415002391,W,1550562600,143.33416666666665,WN2141,2,W,261.0,9.0,62.06896551724138,516003,423.0,162.0,9
10,1550490420,415002391,W,1550562600,20.05,WN2141,1,W,423.0,9.0,-100.0,72180,0.0,-423.0,0
1,1550012276,415002392,W,1550554800,150.70111111111112,WN424,2,W,0.0,0.0,inf,542524,398.0,398.0,3
4,1550083484,415002392,W,1550554800,130.92111111111112,WN424,1,W,398.0,3.0,-100.0,471316,0.0,-398.0,0
2,1550046589,415002393,W,1550573400,146.33638888888888,WN2073,2,W,214.0,9.0,85.98130841121495,526811,398.0,184.0,9
2,1550046593,415002394,W,1550561400,143.00194444444443,WN2054,2,W,158.0,9.0,167.72151898734177,514807,423.0,265.0,9
2,1550046592,415002395,W,1550574900,146.75222222222223,WN1280,2,W,152.0,9.0,32.89473684210526,528308,202.0,50.0,9
2,1550046588,415002396,W,1550563500,143.58666666666667,WN2831,2,W,208.0,9.0,4.326923076923077,516912,217.0,9.0,9
6,1550396279,415002396,W,1550563500,46.45027777777778,WN2831,2,W,217.0,9.0,-27.1889400921659,167221,158.0,-59.0,4
7,1550431276,415002396,W,1550563500,36.72888888888888,WN2831,2,W,158.0,4.0,37.34177215189873,132224,217.0,59.0,9
1,1550046592,415002397,W,1550530200,134.33555555555554,WN402,2,W,183.0,9.0,91.2568306010929,483608,350.0,167.0,9
2,1550046592,415002398,W,1550559600,142.50222222222223,WN4055,2,W,183.0,9.0,91.2568306010929,513008,350.0,167.0,9
2,1550046617,415002399,W,1550529000,133.99527777777777,WN3407,2,W,181.0,9.0,127.62430939226519,482383,412.0,231.0,9
1,1549959222,415002401,W,1550559000,166.605,WN878,2,W,201.0,9.0,-9.950248756218905,599778,181.0,-20.0,9
2,1550046617,415002401,W,1550559000,142.32861111111112,WN878,2,W,181.0,9.0,127.62430939226519,512383,412.0,231.0,9
6,1550430808,415002402,W,1550546700,32.19222222222222,WN1971,2,W,0.0,0.0,inf,115892,414.0,414.0,3
7,1550440914,415002402,W,1550546700,29.384999999999998,WN1971,1,W,414.0,3.0,-100.0,105786,0.0,-414.0,0
3,1550046614,415002403,W,1550570400,145.4961111111111,WN767,2,W,286.0,4.0,44.75524475524475,523786,414.0,128.0,9
10,1550505798,415002403,W,1550570400,17.945,WN767,1,W,414.0,9.0,-100.0,64602,0.0,-414.0,0
2,1550046590,415002404,W,1550548800,139.50277777777777,WN310,2,W,275.0,9.0,41.81818181818182,502210,390.0,115.0,9
6,1550082001,415002406,W,1550579400,138.1663888888889,WN547,2,W,100.0,4.0,29.0,497399,129.0,29.0,5
8,1550087592,415002406,W,1550579400,136.61333333333332,WN547,2,W,129.0,4.0,307.7519379844961,491808,526.0,397.0,9
2,1550046613,415002407,W,1550550300,139.91305555555556,WN2238,2,W,209.0,9.0,82.77511961722487,503687,382.0,173.0,9
2,1550046615,415002408,W,1550526000,133.1625,WN2159,2,W,127.0,9.0,60.62992125984252,479385,204.0,77.0,9
2,1550046615,415002409,W,1550572200,145.99583333333334,WN302,2,W,127.0,9.0,60.62992125984252,525585,204.0,77.0,9
2,1550046593,415002410,W,1550530800,134.50194444444443,WN519,2,W,210.0,9.0,23.80952380952381,484207,260.0,50.0,9
1,1549962606,415002411,W,1550529300,157.415,WN2047,2,W,426.0,5.0,-7.042253521126761,566694,396.0,-30.0,3
2,1550002408,415002411,W,1550529300,146.35888888888888,WN2047,2,W,396.0,3.0,7.575757575757576,526892,426.0,30.0,4
3,1550010807,415002411,W,1550529300,144.0258333333333,WN2047,2,W,426.0,4.0,-7.042253521126761,518493,396.0,-30.0,3
4,1550029359,415002411,W,1550529300,138.8725,WN2047,2,W,396.0,3.0,7.575757575757576,499941,426.0,30.0,4
2,1550046593,415002412,W,1550545800,138.66861111111112,WN291,2,W,210.0,9.0,23.80952380952381,499207,260.0,50.0,9
2,1550046593,415002413,W,1550552100,140.41861111111112,WN1511,2,W,210.0,9.0,23.80952380952381,505507,260.0,50.0,9
2,1550046593,415002414,W,1550558700,142.25194444444443,WN516,2,W,210.0,9.0,23.80952380952381,512107,260.0,50.0,9
2,1550046593,415002415,W,1550571300,145.75194444444443,WN617,2,W,210.0,9.0,23.80952380952381,524707,260.0,50.0,9
2,1550046621,415002417,W,1550575500,146.91083333333333,WN1186,2,W,267.0,9.0,61.42322097378277,528879,431.0,164.0,9
2,1550046591,415002418,W,1550535300,135.7525,WN934,2,W,379.0,3.0,2.9023746701846966,488709,390.0,11.0,9
4,1550090267,415002418,W,1550535300,123.62027777777777,WN934,2,W,390.0,3.0,35.64102564102564,445033,529.0,139.0,9
5,1550138301,415002418,W,1550535300,110.27749999999999,WN934,2,W,529.0,9.0,-19.84877126654064,396999,424.0,-105.0,3
6,1550220448,415002418,W,1550535300,87.4588888888889,WN934,2,W,424.0,3.0,24.764150943396228,314852,529.0,105.0,9
7,1550309701,415002418,W,1550535300,62.66638888888888,WN934,2,W,529.0,9.0,-19.84877126654064,225599,424.0,-105.0,4
8,1550396717,415002418,W,1550535300,38.49527777777778,WN934,2,W,424.0,4.0,24.764150943396228,138583,529.0,105.0,9
1,1549961119,415002420,W,1550569200,168.91138888888887,WN590,2,W,329.0,3.0,-24.924012158054712,608081,247.0,-82.0,3
2,1549992201,415002420,W,1550569200,160.2775,WN590,2,W,247.0,3.0,11.740890688259109,576999,276.0,29.0,4
6,1550049970,415002420,W,1550569200,144.23055555555555,WN590,2,W,276.0,3.0,41.30434782608695,519230,390.0,114.0,4
7,1550070488,415002420,W,1550569200,138.5311111111111,WN590,2,W,390.0,4.0,-29.23076923076923,498712,276.0,-114.0,3
9,1550120845,415002420,W,1550569200,124.54305555555555,WN590,2,W,276.0,9.0,-18.47826086956522,448355,225.0,-51.0,3
13,1550396717,415002420,W,1550569200,47.911944444444444,WN590,2,W,225.0,9.0,135.11111111111111,172483,529.0,304.0,9
1,1549985300,415002423,W,1550550600,157.02777777777777,WN1356,2,W,0.0,0.0,inf,565300,381.0,381.0,3
2,1550046594,415002423,W,1550550600,140.00166666666667,WN1356,2,W,381.0,3.0,31.233595800524935,504006,500.0,119.0,3
3,1550075487,415002423,W,1550550600,131.97583333333333,WN1356,1,W,500.0,3.0,-100.0,475113,0.0,-500.0,0
2,1550046597,415002424,W,1550575200,146.83416666666665,WN1984,2,W,381.0,3.0,31.233595800524935,528603,500.0,119.0,4
7,1550159889,415002424,W,1550575200,115.36416666666668,WN1984,1,W,500.0,3.0,-100.0,415311,0.0,-500.0,0
9,1550290333,415002424,W,1550575200,79.12972222222223,WN1984,2,W,0.0,0.0,inf,284867,500.0,500.0,3
10,1550333806,415002424,W,1550575200,67.05388888888889,WN1984,1,W,500.0,3.0,-100.0,241394,0.0,-500.0,0
11,1550506212,415002425,W,1550559300,14.746666666666666,WN862,1,W,581.0,3.0,-100.0,53088,0.0,-581.0,0
2,1550046616,415002426,W,1550543100,137.91222222222223,WN1733,2,W,190.0,9.0,110.52631578947368,496484,400.0,210.0,9
2,1550046617,415002428,W,1550527200,133.49527777777777,WN36,2,W,206.0,9.0,126.2135922330097,480583,466.0,260.0,9
1,1549992166,415002429,W,1550550300,155.03722222222223,WN2085,2,W,0.0,0.0,inf,558134,484.0,484.0,3
2,1550010808,415002429,W,1550550300,149.85888888888888,WN2085,1,W,484.0,3.0,-100.0,539492,0.0,-484.0,0
2,1550046617,415002430,W,1550568300,144.91194444444446,WN1677,2,W,206.0,9.0,126.2135922330097,521683,466.0,260.0,9
1,1549979898,415002431,W,1550530800,153.02833333333334,WN1513,1,W,516.0,3.0,-100.0,550902,0.0,-516.0,0
7,1550462655,415002431,W,1550530800,18.929166666666667,WN1513,2,W,0.0,0.0,inf,68145,516.0,516.0,3
8,1550481488,415002431,W,1550530800,13.697777777777778,WN1513,1,W,516.0,3.0,-100.0,49312,0.0,-516.0,0
1,1549994950,415002432,W,1550525100,147.26388888888889,WN1688,2,W,0.0,0.0,inf,530150,284.0,284.0,3
2,1550002434,415002432,W,1550525100,145.185,WN1688,1,W,284.0,3.0,-100.0,522666,0.0,-284.0,0
3,1550061242,415002433,W,1550568000,140.76611111111112,WN1546,1,W,484.0,3.0,-100.0,506758,0.0,-484.0,0
7,1550343625,415002433,W,1550568000,62.32638888888889,WN1546,2,W,0.0,0.0,inf,224375,484.0,484.0,3
8,1550358616,415002433,W,1550568000,58.16222222222222,WN1546,1,W,484.0,3.0,-100.0,209384,0.0,-484.0,0
7,1550505239,415002435,W,1550564700,16.516944444444444,WN142,1,W,516.0,9.0,-100.0,59461,0.0,-516.0,0
2,1550046590,415002436,W,1550565300,144.0861111111111,WN1325,2,W,275.0,9.0,41.81818181818182,518710,390.0,115.0,9
1,1549946416,415002437,W,1550536800,163.99555555555557,WN17,2,W,0.0,0.0,inf,590384,273.0,273.0,3
4,1549988872,415002437,W,1550536800,152.20222222222222,WN17,1,W,273.0,3.0,-100.0,547928,0.0,-273.0,0
5,1550072275,415002437,W,1550536800,129.03472222222223,WN17,2,W,0.0,0.0,inf,464525,273.0,273.0,3
6,1550080478,415002437,W,1550536800,126.75611111111111,WN17,1,W,273.0,3.0,-100.0,456322,0.0,-273.0,0
4,1550280008,415002440,W,1550566500,79.58111111111111,WN489,2,W,0.0,0.0,inf,286492,273.0,273.0,3
5,1550285688,415002440,W,1550566500,78.00333333333333,WN489,1,W,273.0,3.0,-100.0,280812,0.0,-273.0,0
2,1550046591,415002442,W,1550528400,133.83583333333334,WN649,2,W,183.0,9.0,78.68852459016394,481809,327.0,144.0,9
4,1550252919,415002443,W,1550571600,88.52250000000001,WN1525,2,W,0.0,0.0,inf,318681,273.0,273.0,3
8,1550343660,415002443,W,1550571600,63.31666666666667,WN1525,1,W,273.0,4.0,-100.0,227940,0.0,-273.0,0
2,1550046621,415002446,W,1550553600,140.8275,WN1642,2,W,219.0,9.0,48.401826484018265,506979,325.0,106.0,9
2,1550046621,415002447,W,1550576400,147.16083333333333,WN6908,2,W,219.0,9.0,48.401826484018265,529779,325.0,106.0,9
2,1550046594,415002448,W,1550534400,135.50166666666667,WN2215,2,W,229.0,9.0,38.427947598253276,487806,317.0,88.0,9
9,1550192444,415002448,W,1550534400,94.98777777777778,WN2215,1,W,317.0,3.0,-100.0,341956,0.0,-317.0,0
2,1550046589,415002449,W,1550542500,137.75305555555553,WN489,2,W,238.0,9.0,16.386554621848738,495911,277.0,39.0,9
1,1550007658,415002450,W,1550546100,149.56722222222223,WN1915,2,W,0.0,0.0,inf,538442,392.0,392.0,3
2,1550046592,415002450,W,1550546100,138.75222222222223,WN1915,2,W,392.0,3.0,9.438775510204081,499508,429.0,37.0,3
5,1550299858,415002451,W,1550548200,68.9838888888889,WN1409,2,W,0.0,0.0,inf,248342,317.0,317.0,3
9,1550369321,415002451,W,1550548200,49.68861111111111,WN1409,1,W,317.0,3.0,-100.0,178879,0.0,-317.0,0
2,1550046590,415002452,W,1550565600,144.16944444444442,WN941,2,W,238.0,9.0,16.386554621848738,519010,277.0,39.0,9
3,1550154250,415002454,W,1550558400,112.26388888888889,WN1552,2,W,0.0,0.0,inf,404150,317.0,317.0,3
4,1550166151,415002454,W,1550558400,108.95805555555556,WN1552,1,W,317.0,3.0,-100.0,392249,0.0,-317.0,0
2,1550046594,415002456,W,1550556000,141.50166666666667,WN2168,2,W,233.0,9.0,61.802575107296136,509406,377.0,144.0,9
2,1550046594,415002457,W,1550582400,148.835,WN1555,2,W,233.0,9.0,61.802575107296136,535806,377.0,144.0,9
2,1550046591,415002458,W,1550527200,133.5025,WN155,2,W,228.0,9.0,35.96491228070175,480609,310.0,82.0,9
2,1550046591,415002459,W,1550572800,146.16916666666665,WN1975,2,W,228.0,9.0,35.96491228070175,526209,310.0,82.0,9
2,1550046593,415002460,W,1550527800,133.66861111111112,WN1585,2,W,304.0,9.0,15.789473684210526,481207,352.0,48.0,9
2,1550046600,415002461,W,1550570100,145.41666666666666,WN2293,2,W,307.0,9.0,14.657980456026058,523500,352.0,45.0,9
2,1549992192,415002462,W,1550532300,150.03,WN2141,2,W,308.0,3.0,16.233766233766232,540108,358.0,50.0,4
3,1550046592,415002462,W,1550532300,134.9188888888889,WN2141,2,W,358.0,4.0,20.391061452513966,485708,431.0,73.0,9
1,1549967251,415002463,W,1550561700,165.12472222222223,WN2130,2,W,339.0,4.0,-11.799410029498524,594449,299.0,-40.0,3
2,1549992166,415002463,W,1550561700,158.20388888888888,WN2130,2,W,299.0,3.0,13.377926421404682,569534,339.0,40.0,4
3,1549996667,415002463,W,1550561700,156.95361111111112,WN2130,2,W,339.0,4.0,-11.799410029498524,565033,299.0,-40.0,4
5,1550009328,415002463,W,1550561700,153.43666666666667,WN2130,2,W,299.0,3.0,13.377926421404682,552372,339.0,40.0,4
7,1550028930,415002463,W,1550561700,147.99166666666667,WN2130,1,W,339.0,3.0,-100.0,532770,0.0,-339.0,0
8,1550029656,415002463,W,1550561700,147.79,WN2130,2,W,0.0,0.0,inf,532044,428.0,428.0,4
2,1550002434,415002464,W,1550531400,146.935,WN1440,2,W,506.0,5.0,-37.15415019762846,528966,318.0,-188.0,3
4,1550024655,415002464,W,1550531400,140.7625,WN1440,2,W,318.0,4.0,12.578616352201259,506745,358.0,40.0,3
5,1550031303,415002464,W,1550531400,138.91583333333335,WN1440,2,W,358.0,3.0,8.379888268156424,500097,388.0,30.0,3
6,1550034590,415002464,W,1550531400,138.00277777777777,WN1440,2,W,388.0,3.0,-7.731958762886598,496810,358.0,-30.0,3
7,1550046600,415002464,W,1550531400,134.66666666666666,WN1440,2,W,358.0,3.0,41.340782122905026,484800,506.0,148.0,9
1,1549954231,415002465,W,1550532300,160.57472222222222,WN1656,2,W,550.0,4.0,-45.63636363636363,578069,299.0,-251.0,3
2,1549962005,415002465,W,1550532300,158.41527777777776,WN1656,2,W,299.0,3.0,43.47826086956522,570295,429.0,130.0,3
3,1549988877,415002465,W,1550532300,150.95083333333332,WN1656,2,W,429.0,3.0,28.205128205128204,543423,550.0,121.0,9
4,1549994506,415002465,W,1550532300,149.38722222222222,WN1656,2,W,550.0,9.0,-22.0,537794,429.0,-121.0,3
5,1550010783,415002465,W,1550532300,144.86583333333334,WN1656,2,W,429.0,3.0,28.205128205128204,521517,550.0,121.0,5
2,1550046595,415002466,W,1550537400,136.3347222222222,WN744,2,W,237.0,9.0,6.329113924050633,490805,252.0,15.0,9
2,1550046596,415002467,W,1550572800,146.1677777777778,WN1827,2,W,237.0,9.0,6.329113924050633,526204,252.0,15.0,9
2,1550046626,415002468,W,1550529300,134.07611111111112,WN2061,2,W,269.0,9.0,11.152416356877323,482674,299.0,30.0,9
6,1550397237,415002468,W,1550529300,36.68416666666667,WN2061,2,W,299.0,9.0,24.74916387959866,132063,373.0,74.0,9
2,1550046626,415002469,W,1550572800,146.15944444444446,WN344,2,W,328.0,9.0,13.71951219512195,526174,373.0,45.0,9
4,1550046619,415002470,W,1550539500,136.91138888888887,WN745,2,W,423.0,5.0,41.843971631205676,492881,600.0,177.0,9
10,1550175699,415002470,W,1550539500,101.05583333333334,WN745,1,W,600.0,3.0,-100.0,363801,0.0,-600.0,0
11,1550249867,415002470,W,1550539500,80.4536111111111,WN745,2,W,0.0,0.0,inf,289633,600.0,600.0,3
15,1550369301,415002470,W,1550539500,47.2775,WN745,1,W,600.0,5.0,-100.0,170199,0.0,-600.0,0
16,1550431217,415002470,W,1550539500,30.078611111111112,WN745,2,W,0.0,0.0,inf,108283,600.0,600.0,5
18,1550505505,415002470,W,1550539500,9.443055555555556,WN745,1,W,600.0,3.0,-100.0,33995,0.0,-600.0,0
2,1550029663,415002471,W,1550544900,143.12138888888887,WN172,2,W,217.0,3.0,7.373271889400922,515237,233.0,16.0,3
3,1550034562,415002471,W,1550544900,141.76055555555556,WN172,2,W,233.0,3.0,-6.866952789699571,510338,217.0,-16.0,3
8,1550117572,415002471,W,1550544900,118.70222222222222,WN172,1,W,217.0,3.0,-100.0,427328,0.0,-217.0,0
10,1550258448,415002471,W,1550544900,79.57,WN172,2,W,0.0,0.0,inf,286452,314.0,314.0,3
11,1550273325,415002471,W,1550544900,75.4375,WN172,1,W,314.0,3.0,-100.0,271575,0.0,-314.0,0
13,1550462313,415002471,W,1550544900,22.940833333333334,WN172,2,W,0.0,0.0,inf,82587,233.0,233.0,3
9,1550173918,415002472,W,1550574000,111.13388888888889,WN300,2,W,197.0,3.0,10.152284263959391,400082,217.0,20.0,9
10,1550228342,415002472,W,1550574000,96.0161111111111,WN300,2,W,217.0,9.0,-9.216589861751151,345658,197.0,-20.0,4
14,1550396660,415002472,W,1550574000,49.261111111111106,WN300,2,W,197.0,5.0,18.274111675126903,177340,233.0,36.0,9
1,1549964152,415002473,W,1550543400,160.9022222222222,WN931,2,W,351.0,4.0,17.94871794871795,579248,414.0,63.0,9
15,1550333508,415002473,W,1550543400,58.30333333333333,WN931,1,W,414.0,3.0,-100.0,209892,0.0,-414.0,0
16,1550385294,415002473,W,1550543400,43.91833333333333,WN931,2,W,0.0,0.0,inf,158106,414.0,414.0,3
19,1550505001,415002473,W,1550543400,10.66638888888889,WN931,1,W,414.0,3.0,-100.0,38399,0.0,-414.0,0
2,1550046597,415002474,W,1550578200,147.6675,WN1101,2,W,260.0,9.0,59.23076923076923,531603,414.0,154.0,9
2,1550046621,415002475,W,1550544000,138.16083333333333,WN2142,2,W,332.0,9.0,75.0,497379,581.0,249.0,9
2,1550087597,415002476,W,1550529000,122.61194444444443,WN1300,2,W,0.0,0.0,inf,441403,568.0,568.0,3
3,1550158080,415002476,W,1550529000,103.03333333333333,WN1300,1,W,568.0,3.0,-100.0,370920,0.0,-568.0,0
4,1550166206,415002476,W,1550529000,100.7761111111111,WN1300,2,W,0.0,0.0,inf,362794,568.0,568.0,3
5,1550334044,415002476,W,1550529000,54.15444444444445,WN1300,1,W,568.0,3.0,-100.0,194956,0.0,-568.0,0
6,1550046593,415002479,W,1550528400,133.83527777777778,WN1065,2,W,228.0,5.0,28.94736842105263,481807,294.0,66.0,9
16,1550505848,415002479,W,1550528400,6.264444444444445,WN1065,1,W,294.0,4.0,-100.0,22552,0.0,-294.0,0
7,1550173946,415002480,W,1550538900,101.37611111111111,WN269,1,W,294.0,3.0,-100.0,364954,0.0,-294.0,0
9,1550332898,415002480,W,1550538900,57.22277777777778,WN269,2,W,0.0,0.0,inf,206002,294.0,294.0,3
10,1550343135,415002480,W,1550538900,54.37916666666667,WN269,1,W,294.0,3.0,-100.0,195765,0.0,-294.0,0
11,1550346441,415002480,W,1550538900,53.46083333333333,WN269,2,W,0.0,0.0,inf,192459,294.0,294.0,3
16,1550505848,415002480,W,1550538900,9.181111111111111,WN269,1,W,294.0,3.0,-100.0,33052,0.0,-294.0,0
8,1550250115,415002481,W,1550568600,88.46805555555555,WN2142,1,W,294.0,5.0,-100.0,318485,0.0,-294.0,0
1,1549967253,415002482,W,1550546400,160.87416666666667,WN2211,2,W,295.0,3.0,9.152542372881356,579147,322.0,27.0,3
2,1549995159,415002482,W,1550546400,153.1225,WN2211,2,W,322.0,3.0,15.838509316770187,551241,373.0,51.0,3
3,1550005176,415002482,W,1550546400,150.34,WN2211,2,W,373.0,3.0,20.64343163538874,541224,450.0,77.0,3
4,1550007750,415002482,W,1550546400,149.625,WN2211,2,W,450.0,3.0,6.888888888888889,538650,481.0,31.0,9
7,1550019806,415002482,W,1550546400,146.27611111111113,WN2211,1,W,481.0,3.0,-100.0,526594,0.0,-481.0,0
9,1550163263,415002482,W,1550546400,106.42694444444444,WN2211,2,W,0.0,0.0,inf,383137,481.0,481.0,3
12,1550182473,415002482,W,1550546400,101.09083333333334,WN2211,1,W,481.0,3.0,-100.0,363927,0.0,-481.0,0
5,1550083481,415002483,W,1550529000,123.75527777777778,WN1754,1,W,248.0,3.0,-100.0,445519,0.0,-248.0,0
2,1550046594,415002486,W,1550551200,140.16833333333335,WN1882,2,W,138.0,9.0,14.492753623188406,504606,158.0,20.0,9
8,1550396895,415002486,W,1550551200,42.8625,WN1882,2,W,158.0,4.0,25.31645569620253,154305,198.0,40.0,4
4,1550317359,415002490,W,1550570700,70.3725,WN646,2,W,0.0,0.0,inf,253341,284.0,284.0,3
5,1550358872,415002490,W,1550570700,58.84111111111111,WN646,1,W,284.0,3.0,-100.0,211828,0.0,-284.0,0
2,1550046649,415002493,W,1550537400,136.31972222222223,WN1212,2,W,314.0,9.0,49.36305732484077,490751,469.0,155.0,9
4,1550046618,415002494,W,1550531400,134.66166666666666,WN2074,2,W,306.0,3.0,97.38562091503267,484782,604.0,298.0,9
2,1550082000,415002495,W,1550543100,128.08333333333334,WN1593,2,W,0.0,0.0,inf,461100,429.0,429.0,5
2,1550046589,415002496,W,1550565900,144.25305555555553,WN158,2,W,261.0,9.0,54.78927203065134,519311,404.0,143.0,9
2,1550046614,415002498,W,1550533800,135.32944444444445,WN6841,2,W,229.0,9.0,120.52401746724891,487186,505.0,276.0,9
2,1550046589,415002499,W,1550563200,143.50305555555553,WN1271,2,W,307.0,9.0,70.03257328990227,516611,522.0,215.0,9
2,1550046589,415002500,W,1550569500,145.25305555555553,WN2112,2,W,229.0,9.0,120.52401746724891,522911,505.0,276.0,9
2,1550046589,415002501,W,1550577300,147.41972222222222,WN5013,2,W,224.0,9.0,125.44642857142857,530711,505.0,281.0,9
1,1549959248,415002502,W,1550543700,162.3477777777778,WN1828,2,W,283.0,3.0,-21.554770318021202,584452,222.0,-61.0,4
3,1550016773,415002502,W,1550543700,146.3686111111111,WN1828,2,W,222.0,3.0,51.351351351351354,526927,336.0,114.0,3
4,1550022997,415002502,W,1550543700,144.63972222222222,WN1828,2,W,336.0,3.0,2.380952380952381,520703,344.0,8.0,4
13,1550396900,415002502,W,1550543700,40.77777777777778,WN1828,2,W,344.0,3.0,14.534883720930232,146800,394.0,50.0,3
15,1550505320,415002502,W,1550543700,10.66111111111111,WN1828,1,W,394.0,3.0,-100.0,38380,0.0,-394.0,0
1,1549976724,415002503,W,1550527800,153.07666666666668,WN743,2,W,169.0,9.0,-41.42011834319526,551076,99.0,-70.0,5
4,1550150737,415002503,W,1550527800,104.73972222222223,WN743,2,W,99.0,9.0,70.70707070707071,377063,169.0,70.0,9
7,1550317357,415002503,W,1550527800,58.45638888888889,WN743,2,W,169.0,9.0,-41.42011834319526,210443,99.0,-70.0,5
10,1550358628,415002503,W,1550527800,46.992222222222225,WN743,2,W,99.0,3.0,70.70707070707071,169172,169.0,70.0,4
12,1550396577,415002503,W,1550527800,36.450833333333335,WN743,2,W,169.0,3.0,138.46153846153845,131223,403.0,234.0,9
2,1550046590,415002504,W,1550536800,136.16944444444445,WN1127,2,W,186.0,9.0,116.66666666666667,490210,403.0,217.0,9
2,1550046590,415002505,W,1550554800,141.16944444444442,WN1474,2,W,186.0,9.0,116.66666666666667,508210,403.0,217.0,9
2,1550075487,415002508,W,1550563800,135.6425,WN1480,2,W,0.0,0.0,inf,488313,318.0,318.0,5
8,1550257101,415002508,W,1550563800,85.19416666666666,WN1480,1,W,318.0,5.0,-100.0,306699,0.0,-318.0,0
9,1550271938,415002508,W,1550563800,81.07277777777777,WN1480,2,W,0.0,0.0,inf,291862,318.0,318.0,3
10,1550289799,415002508,W,1550563800,76.1113888888889,WN1480,1,W,318.0,3.0,-100.0,274001,0.0,-318.0,0
2,1550046591,415002509,W,1550579700,148.08583333333334,WN1231,2,W,183.0,9.0,78.68852459016394,533109,327.0,144.0,9
2,1550046593,415002510,W,1550544300,138.25194444444443,WN2153,2,W,209.0,9.0,69.377990430622,497707,354.0,145.0,9
2,1550046593,415002511,W,1550584800,149.50194444444443,WN1648,2,W,206.0,9.0,71.84466019417475,538207,354.0,148.0,9
2,1550063171,415002512,W,1550535900,131.3136111111111,WN121,2,W,196.0,9.0,25.510204081632654,472729,246.0,50.0,9
9,1550343021,415002512,W,1550535900,53.5775,WN121,1,W,246.0,3.0,-100.0,192879,0.0,-246.0,0
2,1550046623,415002513,W,1550526900,133.4102777777778,WN41,2,W,120.0,9.0,16.666666666666668,480277,140.0,20.0,9
6,1550396734,415002513,W,1550526900,36.157222222222224,WN41,2,W,140.0,9.0,28.571428571428573,130166,180.0,40.0,9
2,1550054722,415002514,W,1550552400,138.24388888888888,WN572,2,W,156.0,9.0,25.641025641025642,497678,196.0,40.0,9
2,1550061243,415002515,W,1550557200,137.76583333333335,WN1142,2,W,156.0,9.0,25.641025641025642,495957,196.0,40.0,9
6,1550430509,415002515,W,1550557200,35.191944444444445,WN1142,2,W,196.0,9.0,25.510204081632654,126691,246.0,50.0,9
